id_egresso,meses_desde_formacao,idade_egresso,nivel_cargo,renda_mensal_estimada,area_atuacao,modalidade_graduacao,tipo_empresa,satisfacao_graduacao_nps,engajamento_alumni_score,bolsista_graduacao,potencial_matricula_pos
5052,94,32,Sênior,12348.7,Biológicas,EAD,Iniciativa Privada,6,12,0,0
5053,98,30,Pleno,7121.4,Exatas,Presencial,Iniciativa Privada,7,13,1,0
5054,76,31,Sênior,12498.61,Exatas,EAD,Setor Público,7,40,1,0
5055,118,32,Sem vínculo,0.0,Exatas,Presencial,Desempregado,6,7,1,0
5056,72,26,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,8,18,1,0
5057,89,29,Sênior,11316.04,Exatas,EAD,Setor Público,8,13,1,0
5058,25,26,Pleno,5093.84,Tecnologia,Presencial,Iniciativa Privada,8,74,1,0
5059,99,34,Sem vínculo,0.0,Exatas,Presencial,Desempregado,8,49,1,0
5060,40,26,Pleno,4067.69,Biológicas,Presencial,Setor Público,7,98,1,0
5061,104,30,Pleno,8417.93,Exatas,Presencial,Iniciativa Privada,5,60,1,0
5062,118,35,Sênior,10053.27,Humanas,EAD,Autônomo/PJ,5,35,0,0
5063,108,35,Sênior,13024.13,Tecnologia,Presencial,Iniciativa Privada,6,66,0,0
5064,96,28,Pleno,5659.23,Biológicas,Presencial,Iniciativa Privada,5,88,0,0
5065,95,28,Gestão,16598.2,Exatas,EAD,Autônomo/PJ,8,76,1,0
5066,83,30,Gestão,16613.58,Biológicas,Híbrido,Iniciativa Privada,7,79,1,0
5067,22,26,Pleno,7410.75,Tecnologia,Presencial,Iniciativa Privada,8,91,0,0
5068,23,21,Júnior,1759.43,Biológicas,EAD,Iniciativa Privada,4,44,1,0
5069,50,27,Pleno,9137.66,Humanas,Presencial,Setor Público,7,90,0,1
5070,98,35,Sênior,10198.03,Tecnologia,EAD,Iniciativa Privada,4,73,1,0
5071,89,33,Sênior,12089.61,Biológicas,Híbrido,Iniciativa Privada,4,81,0,0
5072,58,27,Júnior,2555.15,Tecnologia,EAD,Setor Público,10,71,1,0
5073,96,34,Sênior,9151.6,Humanas,Híbrido,ONG,6,6,1,0
5074,87,28,Gestão,16802.87,Biológicas,Presencial,Iniciativa Privada,4,21,0,0
5075,73,33,Sênior,10332.41,Tecnologia,Presencial,Autônomo/PJ,10,8,1,0
5076,70,26,Sênior,10570.33,Tecnologia,Presencial,Autônomo/PJ,5,59,0,0
5077,119,33,Sênior,12864.12,Exatas,EAD,Setor Público,5,41,0,0
5078,6,25,Júnior,4518.95,Humanas,EAD,Iniciativa Privada,4,58,1,0
5079,63,29,Sênior,10014.06,Biológicas,Presencial,ONG,6,39,0,0
5080,31,23,Pleno,5946.38,Humanas,Presencial,Iniciativa Privada,4,28,1,0
5081,114,30,Gestão,17346.9,Exatas,EAD,Iniciativa Privada,10,54,0,0
5082,25,25,Pleno,6069.74,Biológicas,Presencial,Iniciativa Privada,7,63,0,0
5083,92,28,Sênior,11111.94,Biológicas,EAD,Autônomo/PJ,7,100,1,1
5084,15,28,Júnior,3951.24,Tecnologia,EAD,Iniciativa Privada,7,41,1,0
5085,64,32,Pleno,6468.29,Tecnologia,Presencial,Iniciativa Privada,7,28,0,0
5086,80,28,Sênior,11468.3,Exatas,Presencial,Setor Público,4,91,0,0
5087,46,29,Pleno,5300.93,Biológicas,Híbrido,ONG,8,20,1,0
5088,110,29,Sênior,11197.74,Tecnologia,Presencial,Setor Público,8,96,0,0
5089,10,21,Júnior,3548.91,Biológicas,Presencial,Iniciativa Privada,9,62,1,0
5090,70,29,Pleno,6518.58,Biológicas,Presencial,Iniciativa Privada,7,62,1,0
5091,22,26,Júnior,4616.16,Tecnologia,Presencial,Setor Público,10,89,0,0
5092,27,28,Pleno,6516.06,Exatas,Presencial,Iniciativa Privada,10,37,1,0
5093,103,34,Sênior,12666.03,Tecnologia,EAD,Setor Público,9,78,1,0
5094,114,34,Sênior,12079.83,Exatas,Híbrido,Iniciativa Privada,9,65,1,0
5095,46,28,Sem vínculo,0.0,Exatas,Presencial,Desempregado,6,11,1,0
5096,98,34,Sênior,9793.13,Humanas,EAD,Iniciativa Privada,6,32,1,0
5097,73,28,Sênior,11099.52,Exatas,Presencial,Iniciativa Privada,4,78,1,0
5098,74,30,Gestão,19103.07,Biológicas,Presencial,ONG,8,0,1,0
5099,16,23,Júnior,4305.18,Tecnologia,Presencial,Iniciativa Privada,10,96,0,0
5100,61,26,Gestão,17195.17,Exatas,Híbrido,Iniciativa Privada,10,67,0,0
5101,56,24,Pleno,7045.78,Biológicas,Híbrido,Autônomo/PJ,4,27,1,0
5102,26,27,Pleno,4822.68,Exatas,Presencial,Iniciativa Privada,5,61,0,0
5103,104,35,Sênior,10084.06,Exatas,Presencial,Iniciativa Privada,10,77,0,0
5104,81,30,Gestão,15411.61,Humanas,Híbrido,Iniciativa Privada,10,58,1,1
5105,31,27,Sênior,11967.5,Biológicas,Presencial,Iniciativa Privada,7,48,1,1
5106,24,24,Pleno,8607.09,Exatas,EAD,Iniciativa Privada,5,44,0,0
5107,114,32,Gestão,17687.31,Exatas,Presencial,Autônomo/PJ,5,75,0,0
5108,65,26,Sênior,11236.09,Biológicas,EAD,Setor Público,9,5,1,0
5109,76,26,Sênior,11701.53,Tecnologia,Presencial,Iniciativa Privada,10,19,0,0
5110,52,25,Pleno,4938.23,Exatas,Presencial,Iniciativa Privada,6,84,0,0
5111,76,29,Sem vínculo,0.0,Humanas,EAD,Desempregado,10,15,0,0
5112,31,22,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,8,11,0,0
5113,45,26,Pleno,7141.1,Exatas,Presencial,Iniciativa Privada,9,51,1,0
5114,10,21,Júnior,1945.93,Tecnologia,Presencial,Autônomo/PJ,9,19,0,0
5115,26,24,Pleno,4627.08,Biológicas,Presencial,Autônomo/PJ,7,57,0,0
5116,83,32,Pleno,5125.81,Biológicas,Presencial,Iniciativa Privada,4,44,0,0
5117,9,21,Júnior,3744.6,Tecnologia,Presencial,Iniciativa Privada,7,96,1,0
5118,28,23,Pleno,6746.45,Tecnologia,Presencial,Iniciativa Privada,4,1,1,0
5119,111,30,Sênior,12147.74,Humanas,Híbrido,Autônomo/PJ,4,33,1,0
5120,89,31,Pleno,4809.33,Exatas,Presencial,Autônomo/PJ,8,25,1,0
5121,20,24,Pleno,7024.95,Exatas,Presencial,Setor Público,5,32,1,0
5122,119,36,Gestão,19477.61,Tecnologia,EAD,Iniciativa Privada,4,41,0,0
5123,114,32,Gestão,16752.0,Tecnologia,EAD,Setor Público,8,93,0,0
5124,98,33,Sênior,11442.05,Tecnologia,Presencial,Autônomo/PJ,5,64,1,0
5125,13,24,Júnior,2640.11,Tecnologia,Presencial,ONG,9,7,1,0
5126,46,28,Pleno,7939.21,Exatas,Presencial,Iniciativa Privada,9,64,0,0
5127,117,33,Sênior,12117.66,Humanas,Presencial,Setor Público,5,9,1,0
5128,24,24,Pleno,6687.62,Exatas,Híbrido,Iniciativa Privada,7,31,1,0
5129,117,34,Gestão,17306.6,Humanas,EAD,Autônomo/PJ,7,50,1,1
5130,108,30,Sênior,12298.3,Exatas,EAD,Setor Público,10,56,0,0
5131,51,26,Pleno,6909.88,Tecnologia,Presencial,Iniciativa Privada,7,39,1,0
5132,33,28,Pleno,5382.28,Tecnologia,EAD,Autônomo/PJ,10,65,1,0
5133,115,33,Gestão,16688.33,Exatas,Presencial,Iniciativa Privada,10,30,0,0
5134,96,31,Sênior,12466.62,Humanas,Presencial,Autônomo/PJ,6,62,1,0
5135,73,31,Gestão,16155.82,Humanas,Presencial,Iniciativa Privada,5,67,0,0
5136,20,28,Júnior,2321.61,Exatas,Híbrido,Setor Público,6,55,0,0
5137,104,29,Sem vínculo,0.0,Humanas,EAD,Desempregado,7,11,1,0
5138,42,23,Pleno,6157.33,Tecnologia,Presencial,Iniciativa Privada,8,30,1,0
5139,6,26,Júnior,1692.34,Biológicas,Presencial,Iniciativa Privada,7,22,1,0
5140,72,26,Sênior,13038.61,Biológicas,Presencial,Iniciativa Privada,4,32,1,0
5141,116,31,Gestão,17555.67,Tecnologia,EAD,Iniciativa Privada,8,7,1,0
5142,29,25,Pleno,4777.14,Exatas,EAD,Setor Público,10,61,1,1
5143,32,29,Pleno,7961.09,Humanas,Presencial,Autônomo/PJ,10,79,1,1
5144,45,23,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,8,14,0,0
5145,68,27,Pleno,7113.15,Biológicas,Híbrido,ONG,10,40,1,1
5146,66,29,Sênior,11061.34,Humanas,Híbrido,Iniciativa Privada,5,51,1,0
5147,41,25,Júnior,3010.16,Humanas,Presencial,Autônomo/PJ,6,25,1,0
5148,103,34,Sênior,12849.89,Exatas,Presencial,Autônomo/PJ,4,77,1,0
5149,98,35,Sênior,11867.18,Tecnologia,Presencial,Iniciativa Privada,8,11,0,0
5150,29,29,Pleno,6519.29,Tecnologia,Presencial,Iniciativa Privada,6,26,1,0
5151,29,24,Pleno,6797.68,Tecnologia,Híbrido,Iniciativa Privada,6,94,1,0
5152,111,35,Gestão,16995.85,Tecnologia,Presencial,Autônomo/PJ,4,67,0,0
5153,9,22,Júnior,3527.0,Biológicas,EAD,Setor Público,4,29,0,0
5154,72,33,Sênior,11791.91,Exatas,Presencial,Autônomo/PJ,7,3,1,0
5155,39,30,Pleno,6646.97,Biológicas,Presencial,Iniciativa Privada,10,53,0,1
5156,62,26,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,10,94,1,0
5157,54,26,Sênior,9954.66,Biológicas,Presencial,Iniciativa Privada,7,33,0,0
5158,92,32,Gestão,18088.62,Tecnologia,Presencial,Setor Público,8,67,1,0
5159,58,26,Pleno,8057.61,Exatas,EAD,Iniciativa Privada,8,83,0,0
5160,28,29,Sênior,8712.82,Tecnologia,EAD,Iniciativa Privada,8,55,0,0
5161,114,30,Gestão,17086.8,Biológicas,Presencial,Autônomo/PJ,7,17,0,0
5162,74,27,Sem vínculo,0.0,Biológicas,Híbrido,Desempregado,8,46,1,0
5163,100,32,Sênior,12791.93,Tecnologia,Presencial,Iniciativa Privada,8,71,1,0
5164,58,30,Pleno,7289.48,Tecnologia,Presencial,Iniciativa Privada,7,59,1,0
5165,67,28,Gestão,16934.28,Exatas,Presencial,Iniciativa Privada,7,58,1,0
5166,46,23,Júnior,3442.95,Tecnologia,Presencial,Iniciativa Privada,8,1,1,0
5167,62,25,Gestão,18437.98,Biológicas,Presencial,Iniciativa Privada,8,72,1,1
5168,65,27,Sênior,12051.13,Biológicas,EAD,Autônomo/PJ,6,15,0,0
5169,59,28,Sem vínculo,0.0,Humanas,Híbrido,Desempregado,5,85,0,0
5170,75,28,Gestão,18562.06,Humanas,Híbrido,Iniciativa Privada,7,57,0,1
5171,106,28,Sênior,9833.89,Exatas,EAD,Setor Público,5,11,0,0
5172,62,31,Gestão,16603.52,Tecnologia,EAD,Iniciativa Privada,10,4,0,0
5173,15,28,Pleno,5104.18,Biológicas,Presencial,Iniciativa Privada,7,38,0,0
5174,45,29,Pleno,7369.68,Biológicas,Presencial,Iniciativa Privada,9,14,1,0
5175,12,27,Júnior,1500.0,Tecnologia,EAD,Setor Público,10,71,1,1
5176,108,30,Sênior,10965.68,Exatas,Híbrido,Iniciativa Privada,10,87,1,0
5177,43,30,Pleno,7771.21,Tecnologia,Presencial,Iniciativa Privada,6,18,1,0
5178,90,30,Sênior,12335.57,Biológicas,Presencial,Iniciativa Privada,10,100,1,1
5179,66,32,Sênior,13334.41,Tecnologia,Presencial,Iniciativa Privada,5,81,0,0
5180,89,31,Gestão,16508.01,Humanas,Presencial,Iniciativa Privada,6,84,1,0
5181,8,21,Júnior,3242.28,Exatas,EAD,ONG,4,48,0,0
5182,56,27,Pleno,4704.84,Biológicas,Presencial,Autônomo/PJ,10,38,1,0
5183,91,31,Gestão,16733.83,Exatas,Presencial,ONG,5,77,0,0
5184,52,28,Pleno,5917.63,Tecnologia,Presencial,Iniciativa Privada,5,14,0,0
5185,73,26,Sênior,11937.19,Tecnologia,EAD,Iniciativa Privada,9,54,0,0
5186,97,29,Gestão,15039.27,Tecnologia,Presencial,Iniciativa Privada,5,66,0,0
5187,81,30,Gestão,14617.27,Humanas,Híbrido,Iniciativa Privada,4,55,1,0
5188,43,28,Sênior,13054.02,Humanas,Presencial,Autônomo/PJ,10,44,1,1
5189,41,29,Pleno,7617.38,Tecnologia,Presencial,Iniciativa Privada,4,74,1,0
5190,116,33,Gestão,15265.66,Exatas,Presencial,Iniciativa Privada,10,56,1,0
5191,46,26,Pleno,5011.31,Tecnologia,Presencial,Setor Público,6,66,1,0
5192,74,26,Sênior,11933.11,Biológicas,Presencial,Iniciativa Privada,4,93,0,0
5193,18,23,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,7,5,1,0
5194,92,33,Sênior,11477.58,Biológicas,EAD,Iniciativa Privada,8,69,0,1
5195,63,25,Gestão,19629.64,Exatas,Presencial,Setor Público,5,30,0,0
5196,55,26,Júnior,4421.71,Exatas,Híbrido,Iniciativa Privada,10,21,1,0
5197,35,23,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,6,84,1,0
5198,67,26,Sênior,10235.57,Tecnologia,Presencial,Iniciativa Privada,6,37,0,0
5199,106,32,Sênior,8794.34,Exatas,Presencial,Setor Público,10,57,1,0
5200,30,27,Pleno,6702.95,Exatas,Híbrido,Iniciativa Privada,6,69,0,0
5201,117,30,Sênior,11947.5,Tecnologia,Presencial,Autônomo/PJ,6,28,1,0
5202,32,29,Sênior,11507.67,Biológicas,Presencial,Iniciativa Privada,5,55,1,0
5203,56,28,Sênior,11093.33,Exatas,Presencial,Iniciativa Privada,6,10,1,0
5204,83,32,Sênior,12133.36,Tecnologia,EAD,ONG,5,47,0,0
5205,62,25,Sem vínculo,0.0,Humanas,EAD,Desempregado,6,85,1,0
5206,117,30,Sênior,10081.85,Biológicas,Presencial,Iniciativa Privada,6,59,0,0
5207,52,31,Pleno,5870.98,Tecnologia,EAD,Autônomo/PJ,8,50,0,0
5208,105,28,Sênior,10732.15,Humanas,Presencial,Iniciativa Privada,10,38,0,1
5209,44,23,Pleno,6752.97,Humanas,Presencial,Autônomo/PJ,7,5,0,0
5210,21,26,Júnior,2812.08,Biológicas,EAD,Setor Público,4,29,0,0
5211,27,23,Sênior,12025.61,Tecnologia,Híbrido,Iniciativa Privada,4,88,0,0
5212,90,27,Gestão,16972.23,Biológicas,EAD,ONG,4,99,0,0
5213,59,29,Júnior,5570.89,Tecnologia,Presencial,Autônomo/PJ,7,0,1,0
5214,26,27,Pleno,5567.36,Exatas,Presencial,Iniciativa Privada,5,85,0,0
5215,77,27,Gestão,18081.7,Exatas,Híbrido,Autônomo/PJ,4,8,0,0
5216,118,34,Sênior,9200.0,Tecnologia,Presencial,Iniciativa Privada,4,44,1,0
5217,21,22,Júnior,4971.54,Humanas,EAD,Autônomo/PJ,4,7,1,0
5218,64,32,Gestão,16099.76,Exatas,EAD,Setor Público,10,33,0,0
5219,36,24,Pleno,7978.58,Tecnologia,EAD,Iniciativa Privada,5,79,0,0
5220,47,25,Pleno,7196.52,Tecnologia,Presencial,Setor Público,7,82,0,0
5221,79,26,Sênior,12675.4,Tecnologia,Presencial,Setor Público,7,7,1,0
5222,37,30,Sênior,11032.2,Exatas,Presencial,Setor Público,9,11,0,0
5223,64,28,Sênior,11833.61,Exatas,Híbrido,Iniciativa Privada,9,42,0,0
5224,39,24,Pleno,4451.89,Exatas,Presencial,Iniciativa Privada,5,55,0,0
5225,14,21,Júnior,2493.81,Tecnologia,Presencial,Autônomo/PJ,10,30,0,0
5226,86,33,Sênior,10146.1,Exatas,EAD,Iniciativa Privada,8,41,0,0
5227,16,26,Júnior,5191.37,Biológicas,Presencial,Iniciativa Privada,6,32,0,0
5228,101,32,Sênior,12502.62,Tecnologia,Presencial,Setor Público,5,18,1,0
5229,15,22,Júnior,6457.46,Tecnologia,EAD,Iniciativa Privada,6,90,1,0
5230,91,32,Sênior,11513.52,Exatas,EAD,Setor Público,7,87,1,0
5231,22,26,Júnior,5214.85,Exatas,Presencial,Setor Público,6,91,1,0
5232,73,31,Sênior,11578.38,Exatas,Híbrido,Setor Público,9,54,1,0
5233,53,29,Júnior,1701.72,Biológicas,Presencial,Iniciativa Privada,4,3,0,0
5234,57,29,Sênior,10692.1,Humanas,EAD,Iniciativa Privada,6,11,0,0
5235,116,30,Sênior,12729.68,Humanas,Presencial,Iniciativa Privada,9,86,0,1
5236,30,28,Júnior,3796.12,Exatas,Presencial,Autônomo/PJ,6,83,0,0
5237,26,25,Pleno,8669.82,Tecnologia,Presencial,Iniciativa Privada,7,27,1,0
5238,106,30,Sem vínculo,0.0,Exatas,Presencial,Desempregado,10,57,1,0
5239,107,33,Gestão,17189.57,Biológicas,Presencial,Setor Público,10,47,0,1
5240,118,34,Gestão,16002.88,Biológicas,Híbrido,ONG,8,0,0,0
5241,70,27,Sênior,12115.88,Exatas,EAD,Iniciativa Privada,6,74,1,0
5242,68,31,Gestão,16338.3,Tecnologia,EAD,Iniciativa Privada,10,43,1,0
5243,94,34,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,7,62,0,0
5244,56,30,Sênior,10997.67,Tecnologia,Híbrido,Iniciativa Privada,4,94,0,0
5245,41,30,Pleno,8202.36,Biológicas,Híbrido,Iniciativa Privada,6,37,0,0
5246,86,28,Pleno,5129.64,Tecnologia,Presencial,Iniciativa Privada,6,8,1,0
5247,110,29,Sem vínculo,0.0,Exatas,Presencial,Desempregado,4,5,0,0
5248,93,31,Sênior,11166.47,Biológicas,Presencial,Setor Público,9,69,1,0
5249,71,29,Gestão,17029.56,Tecnologia,Presencial,Setor Público,10,51,1,0
5250,109,29,Gestão,15616.48,Exatas,Híbrido,Autônomo/PJ,9,66,1,0
5251,20,22,Júnior,3339.24,Tecnologia,Presencial,Iniciativa Privada,9,95,0,1
5252,101,32,Sênior,11935.51,Exatas,Presencial,Autônomo/PJ,5,98,1,0
5253,44,29,Júnior,3175.24,Tecnologia,EAD,Iniciativa Privada,8,15,1,0
5254,75,28,Gestão,18320.34,Exatas,Presencial,Autônomo/PJ,4,1,0,0
5255,6,20,Júnior,3596.35,Humanas,Presencial,Iniciativa Privada,10,35,0,0
5256,116,35,Sênior,13947.82,Humanas,Presencial,Iniciativa Privada,9,70,1,1
5257,28,25,Pleno,8350.97,Exatas,Presencial,Iniciativa Privada,4,34,0,0
5258,44,24,Pleno,6493.1,Biológicas,Presencial,Iniciativa Privada,4,29,1,0
5259,62,25,Gestão,16914.54,Tecnologia,EAD,Setor Público,5,44,1,0
5260,86,31,Sênior,12399.95,Biológicas,Presencial,Iniciativa Privada,4,45,0,0
5261,39,24,Sênior,8549.97,Tecnologia,Presencial,Iniciativa Privada,5,92,1,0
5262,46,25,Pleno,5612.18,Exatas,Presencial,Iniciativa Privada,8,64,0,0
5263,98,29,Sênior,10648.7,Tecnologia,Presencial,Setor Público,5,0,0,0
5264,78,27,Sênior,13730.46,Tecnologia,EAD,Iniciativa Privada,8,56,1,0
5265,18,23,Júnior,2794.01,Biológicas,Presencial,Setor Público,8,70,1,0
5266,75,31,Gestão,16296.47,Tecnologia,EAD,Iniciativa Privada,8,66,1,0
5267,11,22,Pleno,5645.46,Tecnologia,Presencial,Iniciativa Privada,7,99,1,0
5268,89,33,Gestão,16284.03,Exatas,EAD,Iniciativa Privada,8,30,0,0
5269,57,25,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,5,24,1,0
5270,8,27,Júnior,2424.06,Biológicas,Presencial,Setor Público,7,46,0,0
5271,86,29,Pleno,6359.57,Biológicas,Híbrido,Iniciativa Privada,10,55,0,0
5272,68,30,Gestão,18356.32,Tecnologia,Presencial,Setor Público,10,87,1,0
5273,54,30,Pleno,6317.26,Tecnologia,Híbrido,Autônomo/PJ,4,0,0,0
5274,81,33,Gestão,16176.35,Tecnologia,Presencial,Iniciativa Privada,10,94,0,0
5275,117,36,Sênior,11580.2,Exatas,Presencial,Autônomo/PJ,4,36,1,0
5276,52,24,Júnior,4544.82,Tecnologia,Presencial,Iniciativa Privada,6,74,1,0
5277,114,31,Sênior,11794.89,Exatas,EAD,Autônomo/PJ,8,66,0,0
5278,60,27,Sênior,11460.44,Humanas,EAD,Iniciativa Privada,10,11,1,1
5279,69,26,Sênior,10893.08,Exatas,Presencial,Iniciativa Privada,6,19,0,0
5280,70,31,Pleno,5687.68,Tecnologia,EAD,Iniciativa Privada,8,29,1,0
5281,86,27,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,10,73,0,0
5282,72,29,Sênior,12649.49,Humanas,EAD,Autônomo/PJ,8,63,0,1
5283,95,30,Sênior,13171.48,Exatas,Presencial,Setor Público,10,78,1,0
5284,20,25,Júnior,6520.15,Tecnologia,Presencial,Iniciativa Privada,9,84,0,1
5285,105,30,Gestão,16313.39,Exatas,Presencial,Iniciativa Privada,5,63,0,0
5286,37,25,Pleno,6130.65,Exatas,Presencial,Iniciativa Privada,5,17,1,0
5287,101,28,Gestão,16904.17,Tecnologia,Presencial,Iniciativa Privada,4,31,1,0
5288,73,31,Sênior,10352.92,Biológicas,Presencial,Iniciativa Privada,7,18,1,0
5289,23,24,Júnior,3457.17,Humanas,Híbrido,ONG,4,93,1,0
5290,118,33,Sênior,9753.71,Humanas,EAD,Setor Público,8,32,0,0
5291,88,27,Pleno,6721.73,Biológicas,Híbrido,Iniciativa Privada,9,61,1,1
5292,48,26,Pleno,8178.25,Humanas,Híbrido,Setor Público,7,21,1,0
5293,40,26,Sem vínculo,0.0,Humanas,EAD,Desempregado,6,28,0,0
5294,109,35,Sênior,11658.49,Exatas,Presencial,Autônomo/PJ,8,87,1,0
5295,83,30,Sênior,10649.45,Exatas,EAD,Setor Público,5,3,1,0
5296,63,26,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,4,49,1,0
5297,38,26,Júnior,2876.65,Tecnologia,Presencial,Autônomo/PJ,4,75,1,0
5298,19,25,Júnior,2221.95,Exatas,Presencial,Iniciativa Privada,6,99,1,0
5299,39,23,Pleno,6548.64,Humanas,Presencial,Iniciativa Privada,4,3,1,0
5300,66,26,Sem vínculo,0.0,Exatas,EAD,Desempregado,4,4,0,0
5301,9,24,Júnior,2308.78,Humanas,Híbrido,Iniciativa Privada,10,82,1,0
5302,93,31,Pleno,5315.39,Humanas,Presencial,Iniciativa Privada,7,38,1,0
5303,64,32,Sênior,10423.85,Tecnologia,Presencial,Iniciativa Privada,8,56,0,0
5304,34,29,Pleno,6620.88,Tecnologia,Presencial,Setor Público,7,30,0,0
5305,88,34,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,7,6,0,0
5306,11,22,Pleno,6130.79,Tecnologia,Presencial,Iniciativa Privada,4,11,1,0
5307,102,33,Gestão,18685.09,Exatas,Híbrido,Iniciativa Privada,10,9,1,0
5308,54,27,Pleno,5105.81,Humanas,Presencial,ONG,8,28,0,0
5309,45,25,Sênior,13289.27,Tecnologia,Híbrido,Iniciativa Privada,4,84,0,0
5310,88,33,Sênior,13126.43,Biológicas,Presencial,Iniciativa Privada,9,12,1,1
5311,70,26,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,10,86,1,0
5312,74,31,Sênior,11322.94,Exatas,Presencial,Iniciativa Privada,9,69,0,0
5313,32,26,Pleno,4128.03,Humanas,EAD,Iniciativa Privada,10,30,1,0
5314,85,29,Gestão,16281.27,Tecnologia,Presencial,Setor Público,4,8,1,0
5315,11,27,Pleno,5960.53,Humanas,Híbrido,Iniciativa Privada,7,50,0,0
5316,109,34,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,9,87,0,0
5317,18,27,Pleno,5273.46,Humanas,EAD,Iniciativa Privada,5,15,1,0
5318,117,32,Sênior,11461.6,Exatas,Presencial,Iniciativa Privada,9,58,1,0
5319,69,31,Sênior,11923.72,Biológicas,Presencial,Iniciativa Privada,5,57,0,0
5320,67,26,Sênior,12280.03,Exatas,Presencial,Iniciativa Privada,10,10,1,0
5321,104,28,Gestão,17532.93,Tecnologia,Híbrido,Autônomo/PJ,7,35,1,0
5322,24,24,Sênior,11662.14,Exatas,Presencial,Autônomo/PJ,7,0,1,0
5323,81,33,Sem vínculo,0.0,Humanas,Presencial,Desempregado,4,20,0,0
5324,85,28,Pleno,6652.18,Humanas,Presencial,Iniciativa Privada,8,43,1,0
5325,48,24,Sênior,10268.25,Biológicas,EAD,Autônomo/PJ,9,99,0,1
5326,79,33,Gestão,15502.05,Biológicas,Presencial,Iniciativa Privada,4,36,1,0
5327,94,34,Sênior,11809.55,Exatas,EAD,Autônomo/PJ,4,5,1,0
5328,25,29,Pleno,7909.08,Tecnologia,Presencial,Autônomo/PJ,6,13,1,0
5329,100,30,Sênior,14156.09,Tecnologia,Presencial,Iniciativa Privada,4,92,1,0
5330,73,27,Gestão,16480.4,Biológicas,Presencial,Iniciativa Privada,8,0,1,1
5331,49,31,Pleno,7444.2,Biológicas,Presencial,Iniciativa Privada,4,7,1,0
5332,28,28,Pleno,6209.35,Tecnologia,Presencial,Setor Público,7,43,0,0
5333,7,21,Sem vínculo,0.0,Humanas,Presencial,Desempregado,8,82,0,0
5334,27,27,Pleno,7293.86,Humanas,Presencial,Iniciativa Privada,9,86,1,0
5335,62,31,Sênior,10787.58,Exatas,EAD,Iniciativa Privada,7,74,0,0
5336,106,30,Sênior,11020.89,Biológicas,Presencial,Iniciativa Privada,10,26,0,1
5337,77,33,Sênior,10619.04,Tecnologia,Presencial,Autônomo/PJ,6,35,1,0
5338,12,22,Júnior,3742.85,Biológicas,EAD,Iniciativa Privada,6,41,1,0
5339,83,30,Sênior,9380.57,Exatas,Presencial,Iniciativa Privada,8,19,1,0
5340,61,27,Gestão,17106.96,Exatas,Presencial,Iniciativa Privada,9,7,1,0
5341,72,27,Sênior,12474.67,Exatas,EAD,Setor Público,10,45,1,0
5342,119,34,Gestão,14553.51,Exatas,Presencial,Iniciativa Privada,5,99,1,0
5343,21,28,Júnior,5224.73,Exatas,Presencial,Autônomo/PJ,10,51,1,0
5344,88,27,Sênior,9301.21,Humanas,Presencial,Iniciativa Privada,5,25,0,0
5345,56,31,Pleno,7347.13,Exatas,Presencial,Iniciativa Privada,8,34,0,0
5346,87,27,Sênior,10841.31,Humanas,Híbrido,Iniciativa Privada,8,59,1,0
5347,85,31,Gestão,17896.03,Tecnologia,Presencial,Iniciativa Privada,10,2,0,0
5348,77,28,Sênior,11065.88,Biológicas,EAD,Iniciativa Privada,10,3,1,0
5349,102,33,Sênior,12148.22,Tecnologia,EAD,Iniciativa Privada,7,92,1,0
5350,118,30,Sênior,10993.11,Exatas,EAD,Setor Público,6,61,0,0
5351,17,22,Júnior,2528.76,Tecnologia,EAD,Iniciativa Privada,8,63,0,0
5352,58,24,Sênior,10518.38,Exatas,Presencial,Iniciativa Privada,4,49,1,0
5353,80,31,Gestão,17689.05,Tecnologia,Presencial,ONG,7,91,0,0
5354,10,26,Júnior,3025.64,Biológicas,Híbrido,Setor Público,6,18,1,0
5355,32,26,Júnior,4148.12,Tecnologia,Presencial,Autônomo/PJ,7,42,0,0
5356,17,21,Júnior,4264.6,Exatas,Presencial,Autônomo/PJ,6,91,1,0
5357,22,21,Júnior,4270.98,Humanas,Presencial,Iniciativa Privada,4,81,0,0
5358,11,24,Pleno,5665.01,Tecnologia,Presencial,Autônomo/PJ,6,13,0,0
5359,102,30,Sênior,10843.06,Biológicas,Híbrido,Iniciativa Privada,7,13,0,0
5360,10,21,Júnior,4268.48,Biológicas,EAD,Iniciativa Privada,10,53,0,0
5361,62,27,Pleno,4604.43,Humanas,EAD,Iniciativa Privada,6,28,1,0
